,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,active,year,commission_year,investable,investment_integer,investment_limit,initial_units,peak_demand,consumer_balance_sense,is_seasonal,storage_inflows,initial_storage_units,initial_storage_level,energy_to_power_ratio,storage_method_energy,investment_limit_storage_energy,investment_integer_storage_energy,use_binary_storage_method,max_energy_timeframe_partition,min_energy_timeframe_partition,unit_commitment,unit_commitment_method,units_on_cost,unit_commitment_integer,min_operating_point,ramping,max_ramp_up,max_ramp_down
FI_Wind_Onshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_Wind_Offshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_Solar,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_Gas,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_OCGT,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Wind_Onshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Solar,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Coal,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Gas,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Wind_Onshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Wind_Offshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Solar,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Gas,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_OCGT,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Wind_Onshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Solar,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Coal,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Gas,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_OCGT,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Wind_Onshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Solar,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Hydro,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Nuclear,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Coal,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Gas,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_OCGT,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
CY_E_ENS,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
CY_Wind_Onshore,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
CY_Solar,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
CY_Gas,true,2030,2030,false,false,,1,0,,false,0,0,,0,false,,false,,,,false,,0.0,false,0.0,false,,
NL_Battery,true,2030,2030,false,false,,1,0,,false,5800,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
BE_Battery,true,2030,2030,false,false,,1,0,,false,767,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
DE_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,1297,1,129300,0,false,,false,,,,false,,0.0,false,0.0,false,,
DE_Battery,true,2030,2030,false,false,,1,0,,false,4941,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
DE_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,7382,1,141100,0,false,,false,,,,false,,0.0,false,0.0,false,,
DE_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,1644,1,208350,0,false,,false,,,,false,,0.0,false,0.0,false,,
FR_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,8785,1,5000000,0,false,,false,,,,false,,0.0,false,0.0,false,,
FR_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,1950,1,5000,0,false,,false,,,,false,,0.0,false,0.0,false,,
FR_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,1850,1,45000,0,false,,false,,,,false,,0.0,false,0.0,false,,
UK_Battery,true,2030,2030,false,false,,1,0,,false,9059,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
UK_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,2744,1,13200,0,false,,false,,,,false,,0.0,false,0.0,false,,
IE_Battery,true,2030,2030,false,false,,1,0,,false,450,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
IE_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,292,1,850,0,false,,false,,,,false,,0.0,false,0.0,false,,
CH_Battery,true,2030,2030,false,false,,1,0,,false,656,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
CH_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,2170,1,35000,0,false,,false,,,,false,,0.0,false,0.0,false,,
CH_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,10732,1,4400000,0,false,,false,,,,false,,0.0,false,0.0,false,,
AT_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,2489,1,378500,0,false,,false,,,,false,,0.0,false,0.0,false,,
AT_Battery,true,2030,2030,false,false,,1,0,,false,2469,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
AT_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,300,1,900,0,false,,false,,,,false,,0.0,false,0.0,false,,
AT_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,5793,1,866300,0,false,,false,,,,false,,0.0,false,0.0,false,,
LU_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,1310,1,2500,0,false,,false,,,,false,,0.0,false,0.0,false,,
CZ_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,698,1,1250,0,false,,false,,,,false,,0.0,false,0.0,false,,
CZ_Battery,true,2030,2030,false,false,,1,0,,false,1220,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
CZ_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,688,1,1850,0,false,,false,,,,false,,0.0,false,0.0,false,,
CZ_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,470,1,1150,0,false,,false,,,,false,,0.0,false,0.0,false,,
PL_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,272,1,400,0,false,,false,,,,false,,0.0,false,0.0,false,,
PL_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,1323,1,3150,0,false,,false,,,,false,,0.0,false,0.0,false,,
PL_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,216,1,750,0,false,,false,,,,false,,0.0,false,0.0,false,,
SE_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,16447,1,15965663,0,false,,false,,,,false,,0.0,false,0.0,false,,
SE_Battery,true,2030,2030,false,false,,1,0,,false,543,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
NO_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,38048,1,44788700,0,false,,false,,,,false,,0.0,false,0.0,false,,
ES_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,10972,1,5824250,0,false,,false,,,,false,,0.0,false,0.0,false,,
ES_Battery,true,2030,2030,false,false,,1,0,,false,2500,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
ES_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,6866,1,49500,0,false,,false,,,,false,,0.0,false,0.0,false,,
ES_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,2683,1,2980950,0,false,,false,,,,false,,0.0,false,0.0,false,,
PT_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,3766,1,644800,0,false,,false,,,,false,,0.0,false,0.0,false,,
PT_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,3832,1,1008950,0,false,,false,,,,false,,0.0,false,0.0,false,,
IT_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,9576,1,2783925,0,false,,false,,,,false,,0.0,false,0.0,false,,
IT_Battery,true,2030,2030,false,false,,1,0,,false,1500,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
IT_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,6200,1,31500,0,false,,false,,,,false,,0.0,false,0.0,false,,
IT_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,3254,1,144495,0,false,,false,,,,false,,0.0,false,0.0,false,,
SI_Battery,true,2030,2030,false,false,,1,0,,false,65,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
SI_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,180,1,1300,0,false,,false,,,,false,,0.0,false,0.0,false,,
HU_Battery,true,2030,2030,false,false,,1,0,,false,50,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
SK_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,21,1,8621,0,false,,false,,,,false,,0.0,false,0.0,false,,
SK_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,650,1,2050,0,false,,false,,,,false,,0.0,false,0.0,false,,
SK_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,276,1,22775,0,false,,false,,,,false,,0.0,false,0.0,false,,
LT_Battery,true,2030,2030,false,false,,1,0,,false,20,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
LT_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,930,1,5300,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,3237,1,2765000,0,false,,false,,,,false,,0.0,false,0.0,false,,
FI_Battery,true,2030,2030,false,false,,1,0,,false,125,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,1941,1,1022950,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Battery,true,2030,2030,false,false,,1,0,,false,20,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
HR_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,281,1,9150,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,2744,1,1800000,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Battery,true,2030,2030,false,false,,1,0,,false,1100,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,680,0,0,0,false,,false,,,,false,,0.0,false,0.0,false,,
GR_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,699,1,2250,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,1281,1,421500,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Pump_Hydro_Closed,true,2030,2030,false,false,,1,0,,false,864,1,4700,0,false,,false,,,,false,,0.0,false,0.0,false,,
BG_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,535,1,127650,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Hydro_Reservoir,true,2030,2030,false,false,,1,0,,false,2579,1,1212650,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Battery,true,2030,2030,false,false,,1,0,,false,100,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
RO_Pump_Hydro_Open,true,2030,2030,false,false,,1,0,,false,839,1,753200,0,false,,false,,,,false,,0.0,false,0.0,false,,
CY_Battery,true,2030,2030,false,false,,1,0,,false,41,1,,0,false,,false,,,,false,,0.0,false,0.0,false,,
