,,,,,,,,,,,,,
name,type,group,investment_method,capacity,technical_lifetime,economic_lifetime,discount_rate,capacity_storage_energy,country,technology,lat,lon
BE_Battery,storage,,none,767.0,1.0,1.0,0.0,2301,BE,Battery,50.5039,4.4699
DE_Hydro_Reservoir,storage,,none,1297.0,1.0,1.0,0.0,258600,DE,Hydro_Reservoir,51.1657,10.4515
DE_Battery,storage,,none,4941.0,1.0,1.0,0.0,14823,DE,Battery,51.1657,10.4515
DE_Pump_Hydro_Closed,storage,,none,7382.0,1.0,1.0,0.0,242200,DE,Pump_Hydro_Closed,51.1657,10.4515
DE_Pump_Hydro_Open,storage,,none,1644.0,1.0,1.0,0.0,416700,DE,Pump_Hydro_Open,51.1657,10.4515
FR_Hydro_Reservoir,storage,,none,8785.0,1.0,1.0,0.0,10000000,FR,Hydro_Reservoir,46.6034,1.8883
FR_Pump_Hydro_Closed,storage,,none,1950.0,1.0,1.0,0.0,10000,FR,Pump_Hydro_Closed,46.6034,1.8883
FR_Pump_Hydro_Open,storage,,none,1850.0,1.0,1.0,0.0,90000,FR,Pump_Hydro_Open,46.6034,1.8883
UK_Battery,storage,,none,9059.0,1.0,1.0,0.0,27177,UK,Battery,55.3781,-3.436
UK_Pump_Hydro_Closed,storage,,none,2744.0,1.0,1.0,0.0,26400,UK,Pump_Hydro_Closed,55.3781,-3.436
IE_Battery,storage,,none,450.0,1.0,1.0,0.0,1350,IE,Battery,53.1424,-7.6921
IE_Pump_Hydro_Closed,storage,,none,292.0,1.0,1.0,0.0,1700,IE,Pump_Hydro_Closed,53.1424,-7.6921
CH_Battery,storage,,none,656.0,1.0,1.0,0.0,1968,CH,Battery,46.8182,8.2275
CH_Pump_Hydro_Closed,storage,,none,2170.0,1.0,1.0,0.0,70000,CH,Pump_Hydro_Closed,46.8182,8.2275
CH_Pump_Hydro_Open,storage,,none,10732.0,1.0,1.0,0.0,8800000,CH,Pump_Hydro_Open,46.8182,8.2275
AT_Hydro_Reservoir,storage,,none,2489.0,1.0,1.0,0.0,757000,AT,Hydro_Reservoir,47.5162,14.5501
AT_Battery,storage,,none,2469.0,1.0,1.0,0.0,7407,AT,Battery,47.5162,14.5501
AT_Pump_Hydro_Closed,storage,,none,300.0,1.0,1.0,0.0,1800,AT,Pump_Hydro_Closed,47.5162,14.5501
AT_Pump_Hydro_Open,storage,,none,5793.0,1.0,1.0,0.0,1732600,AT,Pump_Hydro_Open,47.5162,14.5501
LU_Pump_Hydro_Closed,storage,,none,1310.0,1.0,1.0,0.0,5000,LU,Pump_Hydro_Closed,49.8153,6.1296
CZ_Hydro_Reservoir,storage,,none,698.0,1.0,1.0,0.0,2500,CZ,Hydro_Reservoir,49.8175,15.473
CZ_Battery,storage,,none,1220.0,1.0,1.0,0.0,3660,CZ,Battery,49.8175,15.473
CZ_Pump_Hydro_Closed,storage,,none,688.0,1.0,1.0,0.0,3700,CZ,Pump_Hydro_Closed,49.8175,15.473
CZ_Pump_Hydro_Open,storage,,none,470.0,1.0,1.0,0.0,2300,CZ,Pump_Hydro_Open,49.8175,15.473
PL_Hydro_Reservoir,storage,,none,272.0,1.0,1.0,0.0,800,PL,Hydro_Reservoir,51.9194,19.1451
PL_Pump_Hydro_Closed,storage,,none,1323.0,1.0,1.0,0.0,6300,PL,Pump_Hydro_Closed,51.9194,19.1451
PL_Pump_Hydro_Open,storage,,none,216.0,1.0,1.0,0.0,1500,PL,Pump_Hydro_Open,51.9194,19.1451
SE_Hydro_Reservoir,storage,,none,16447.0,1.0,1.0,0.0,31931326,SE,Hydro_Reservoir,60.1282,18.6435
SE_Battery,storage,,none,543.0,1.0,1.0,0.0,1629,SE,Battery,60.1282,18.6435
NO_Pump_Hydro_Open,storage,,none,38048.0,1.0,1.0,0.0,89577400,NO,Pump_Hydro_Open,60.472,8.4689
ES_Hydro_Reservoir,storage,,none,10972.0,1.0,1.0,0.0,11648500,ES,Hydro_Reservoir,40.4637,-3.7492
ES_Battery,storage,,none,2500.0,1.0,1.0,0.0,7500,ES,Battery,40.4637,-3.7492
ES_Pump_Hydro_Closed,storage,,none,6866.0,1.0,1.0,0.0,99000,ES,Pump_Hydro_Closed,40.4637,-3.7492
ES_Pump_Hydro_Open,storage,,none,2683.0,1.0,1.0,0.0,5961900,ES,Pump_Hydro_Open,40.4637,-3.7492
PT_Hydro_Reservoir,storage,,none,3766.0,1.0,1.0,0.0,1289600,PT,Hydro_Reservoir,39.3999,-8.2245
PT_Pump_Hydro_Open,storage,,none,3832.0,1.0,1.0,0.0,2017900,PT,Pump_Hydro_Open,39.3999,-8.2245
IT_Hydro_Reservoir,storage,,none,9576.0,1.0,1.0,0.0,5567850,IT,Hydro_Reservoir,41.8719,12.5674
IT_Battery,storage,,none,1500.0,1.0,1.0,0.0,4500,IT,Battery,41.8719,12.5674
IT_Pump_Hydro_Closed,storage,,none,6200.0,1.0,1.0,0.0,63000,IT,Pump_Hydro_Closed,41.8719,12.5674
IT_Pump_Hydro_Open,storage,,none,3254.0,1.0,1.0,0.0,288990,IT,Pump_Hydro_Open,41.8719,12.5674
SI_Battery,storage,,none,65.0,1.0,1.0,0.0,195,SI,Battery,46.1512,14.9955
SI_Pump_Hydro_Closed,storage,,none,180.0,1.0,1.0,0.0,2600,SI,Pump_Hydro_Closed,46.1512,14.9955
HU_Battery,storage,,none,50.0,1.0,1.0,0.0,150,HU,Battery,47.1625,19.5033
SK_Hydro_Reservoir,storage,,none,21.0,1.0,1.0,0.0,17242,SK,Hydro_Reservoir,48.669,19.699
SK_Pump_Hydro_Closed,storage,,none,650.0,1.0,1.0,0.0,4100,SK,Pump_Hydro_Closed,48.669,19.699
SK_Pump_Hydro_Open,storage,,none,276.0,1.0,1.0,0.0,45550,SK,Pump_Hydro_Open,48.669,19.699
LT_Battery,storage,,none,20.0,1.0,1.0,0.0,60,LT,Battery,55.1694,23.8813
LT_Pump_Hydro_Closed,storage,,none,930.0,1.0,1.0,0.0,10600,LT,Pump_Hydro_Closed,55.1694,23.8813
FI_Hydro_Reservoir,storage,,none,3237.0,1.0,1.0,0.0,5530000,FI,Hydro_Reservoir,61.9241,25.7482
FI_Battery,storage,,none,125.0,1.0,1.0,0.0,375,FI,Battery,61.9241,25.7482
HR_Hydro_Reservoir,storage,,none,1941.0,1.0,1.0,0.0,2045900,HR,Hydro_Reservoir,45.1,15.2
HR_Battery,storage,,none,20.0,1.0,1.0,0.0,60,HR,Battery,45.1,15.2
HR_Pump_Hydro_Open,storage,,none,281.0,1.0,1.0,0.0,18300,HR,Pump_Hydro_Open,45.1,15.2
GR_Hydro_Reservoir,storage,,none,2744.0,1.0,1.0,0.0,3600000,GR,Hydro_Reservoir,39.0742,21.8243
GR_Battery,storage,,none,1100.0,1.0,1.0,0.0,3300,GR,Battery,39.0742,21.8243
GR_Pump_Hydro_Closed,storage,,none,680.0,1.0,1.0,0.0,0,GR,Pump_Hydro_Closed,39.0742,21.8243
GR_Pump_Hydro_Open,storage,,none,699.0,1.0,1.0,0.0,4500,GR,Pump_Hydro_Open,39.0742,21.8243
BG_Hydro_Reservoir,storage,,none,1281.0,1.0,1.0,0.0,843000,BG,Hydro_Reservoir,42.7339,25.4858
BG_Pump_Hydro_Closed,storage,,none,864.0,1.0,1.0,0.0,9400,BG,Pump_Hydro_Closed,42.7339,25.4858
BG_Pump_Hydro_Open,storage,,none,535.0,1.0,1.0,0.0,255300,BG,Pump_Hydro_Open,42.7339,25.4858
RO_Hydro_Reservoir,storage,,none,2579.0,1.0,1.0,0.0,2425300,RO,Hydro_Reservoir,45.9432,24.9668
RO_Battery,storage,,none,100.0,1.0,1.0,0.0,300,RO,Battery,45.9432,24.9668
RO_Pump_Hydro_Open,storage,,none,839.0,1.0,1.0,0.0,1506400,RO,Pump_Hydro_Open,45.9432,24.9668
CY_Battery,storage,,none,41.0,1.0,1.0,0.0,123,CY,Battery,35.1264,33.4299
